@RELATION RapidMinerData

@ATTRIBUTE 'Total_Trans_Amt' real
@ATTRIBUTE 'Total_Trans_Ct' real

@DATA
14252.0,127.0
13740.0,131.0
12867.0,118.0
14844.0,100.0
13092.0,102.0
14455.0,96.0
13672.0,110.0
13854.0,124.0
13753.0,98.0
15180.0,103.0
15738.0,116.0
14326.0,100.0
15999.0,109.0
13830.0,112.0
12025.0,103.0
13988.0,127.0
8291.0,69.0
14074.0,112.0
13142.0,112.0
13816.0,121.0
13138.0,115.0
15121.0,97.0
14544.0,116.0
14643.0,127.0
14428.0,119.0
15033.0,114.0
14624.0,111.0
13085.0,139.0
15102.0,95.0
5660.0,59.0
17628.0,109.0
12739.0,96.0
13534.0,104.0
13062.0,103.0
13633.0,116.0
14185.0,98.0
16485.0,104.0
15331.0,106.0
14441.0,105.0
5838.0,74.0
13796.0,121.0
14511.0,123.0
14802.0,112.0
8004.0,82.0
14381.0,121.0
13991.0,125.0
8345.0,70.0
13139.0,102.0
15869.0,109.0
15472.0,122.0
15301.0,115.0
14212.0,116.0
15584.0,114.0
14336.0,106.0
13140.0,94.0
13247.0,107.0
8392.0,69.0
14305.0,102.0
14952.0,118.0
13021.0,117.0
14279.0,97.0
13767.0,96.0
14354.0,101.0
13557.0,100.0
9183.0,51.0
16216.0,107.0
14887.0,119.0
13692.0,117.0
8293.0,63.0
14593.0,109.0
8193.0,72.0
13648.0,103.0
13311.0,110.0
14802.0,95.0
14625.0,115.0
14402.0,110.0
7886.0,70.0
8127.0,74.0
14437.0,109.0
12192.0,112.0
15028.0,124.0
14109.0,92.0
15508.0,95.0
14955.0,118.0
9299.0,68.0
10201.0,59.0
13545.0,112.0
14969.0,96.0
13958.0,116.0
14224.0,117.0
8659.0,81.0
14238.0,93.0
14731.0,120.0
15195.0,99.0
14218.0,102.0
15738.0,111.0
7672.0,66.0
14926.0,115.0
14327.0,92.0
9134.0,77.0
14783.0,110.0
14289.0,113.0
13234.0,92.0
13270.0,104.0
13432.0,118.0
14211.0,111.0
14341.0,101.0
14235.0,101.0
13505.0,116.0
15657.0,114.0
15005.0,89.0
15824.0,121.0
14730.0,118.0
15367.0,105.0
13360.0,124.0
15071.0,103.0
7567.0,76.0
16605.0,110.0
13339.0,90.0
13082.0,92.0
15143.0,121.0
5385.0,51.0
13578.0,105.0
14381.0,115.0
8038.0,90.0
13803.0,100.0
6549.0,75.0
14198.0,101.0
14672.0,110.0
14023.0,106.0
8526.0,79.0
14036.0,99.0
14351.0,112.0
16541.0,126.0
7432.0,64.0
8847.0,85.0
16373.0,114.0
15798.0,128.0
7842.0,61.0
13849.0,128.0
7720.0,67.0
9192.0,77.0
8454.0,69.0
13289.0,121.0
8102.0,66.0
15190.0,115.0
14215.0,109.0
13930.0,96.0
16208.0,129.0
8165.0,87.0
15034.0,111.0
14436.0,123.0
12878.0,104.0
15615.0,125.0
15514.0,123.0
14545.0,116.0
14994.0,121.0
15215.0,121.0
16493.0,122.0
15211.0,129.0
8480.0,71.0
16732.0,116.0
13784.0,108.0
15554.0,99.0
16500.0,102.0
13420.0,122.0
15005.0,118.0
13355.0,92.0
13781.0,102.0
6361.0,74.0
14222.0,122.0
14585.0,97.0
7832.0,73.0
15552.0,107.0
14256.0,118.0
13609.0,108.0
15352.0,117.0
15290.0,123.0
17258.0,121.0
14401.0,100.0
15199.0,96.0
14432.0,106.0
14807.0,115.0
15162.0,99.0
15140.0,105.0
8123.0,71.0
14037.0,120.0
15130.0,102.0
8534.0,86.0
15060.0,90.0
14287.0,114.0
15312.0,122.0
13989.0,105.0
13583.0,110.0
15751.0,107.0
14826.0,99.0
8585.0,62.0
7993.0,71.0
13967.0,101.0
13956.0,122.0
8241.0,82.0
13300.0,104.0
6564.0,56.0
14863.0,109.0
16027.0,112.0
14111.0,98.0
14375.0,112.0
14781.0,130.0
14205.0,102.0
7721.0,75.0
13204.0,97.0
14187.0,103.0
14540.0,104.0
9102.0,75.0
14812.0,101.0
14512.0,115.0
14463.0,94.0
14257.0,110.0
7784.0,63.0
13671.0,103.0
13819.0,114.0
14321.0,113.0
16908.0,122.0
15110.0,113.0
14738.0,94.0
8124.0,73.0
15860.0,105.0
9524.0,80.0
15495.0,112.0
8260.0,54.0
14471.0,93.0
15763.0,97.0
14544.0,104.0
14565.0,108.0
8302.0,78.0
14178.0,123.0
16339.0,120.0
13264.0,120.0
5806.0,40.0
14750.0,96.0
15505.0,113.0
8696.0,72.0
15471.0,115.0
8586.0,58.0
13810.0,124.0
14949.0,114.0
13647.0,93.0
12575.0,99.0
14330.0,116.0
15886.0,118.0
7995.0,56.0
15594.0,114.0
14649.0,110.0
5112.0,49.0
7957.0,60.0
7844.0,64.0
13937.0,120.0
14893.0,98.0
15862.0,127.0
16824.0,123.0
8056.0,89.0
15149.0,111.0
9442.0,69.0
15063.0,108.0
15580.0,120.0
13563.0,97.0
16207.0,114.0
15050.0,108.0
8798.0,67.0
14515.0,122.0
15372.0,97.0
14112.0,123.0
16237.0,128.0
16736.0,99.0
16692.0,131.0
14769.0,119.0
15240.0,102.0
14145.0,119.0
14738.0,116.0
7463.0,70.0
15560.0,100.0
15584.0,105.0
6826.0,61.0
16230.0,111.0
8765.0,84.0
15572.0,113.0
14791.0,124.0
15026.0,99.0
13988.0,124.0
13999.0,119.0
15559.0,91.0
15903.0,100.0
16856.0,122.0
9980.0,68.0
14751.0,107.0
14314.0,99.0
14220.0,108.0
16019.0,105.0
14335.0,116.0
14470.0,103.0
8219.0,84.0
15442.0,125.0
15200.0,126.0
13784.0,88.0
13804.0,110.0
13697.0,102.0
15635.0,116.0
16023.0,119.0
16557.0,120.0
15817.0,121.0
15260.0,115.0
15237.0,111.0
15656.0,124.0
16606.0,96.0
16328.0,124.0
8636.0,74.0
15154.0,99.0
14261.0,99.0
15998.0,121.0
14596.0,104.0
15195.0,121.0
14257.0,94.0
14043.0,117.0
7729.0,82.0
14485.0,106.0
15338.0,121.0
10583.0,75.0
13785.0,117.0
8614.0,63.0
8603.0,84.0
8898.0,60.0
16461.0,105.0
16256.0,111.0
15243.0,107.0
15903.0,121.0
8620.0,67.0
15772.0,130.0
15097.0,115.0
5189.0,57.0
18484.0,108.0
14651.0,120.0
10156.0,72.0
14731.0,113.0
7775.0,63.0
14994.0,104.0
13969.0,120.0
13148.0,121.0
8356.0,68.0
15059.0,118.0
14713.0,104.0
13986.0,97.0
15240.0,126.0
16252.0,112.0
8100.0,77.0
15709.0,93.0
15095.0,102.0
15151.0,104.0
13643.0,94.0
14838.0,110.0
14304.0,99.0
16423.0,109.0
9441.0,82.0
6100.0,61.0
16266.0,124.0
13703.0,99.0
14542.0,89.0
9610.0,76.0
15148.0,111.0
17119.0,124.0
14840.0,125.0
14614.0,106.0
15872.0,116.0
8979.0,68.0
16100.0,119.0
16179.0,105.0
14977.0,117.0
14950.0,94.0
14719.0,115.0
9088.0,64.0
7527.0,58.0
15853.0,117.0
8943.0,68.0
8565.0,70.0
16937.0,116.0
8130.0,74.0
9619.0,75.0
16401.0,121.0
16161.0,105.0
15930.0,123.0
14418.0,104.0
16293.0,120.0
15925.0,124.0
16202.0,117.0
15905.0,111.0
14908.0,100.0
15277.0,131.0
7636.0,64.0
15681.0,96.0
16344.0,118.0
9038.0,64.0
15490.0,110.0
16518.0,115.0
16737.0,88.0
14638.0,93.0
10170.0,66.0
15068.0,123.0
10468.0,66.0
15937.0,119.0
9338.0,73.0
10219.0,85.0
6009.0,53.0
15577.0,114.0
15476.0,117.0
8764.0,69.0
10291.0,60.0
8395.0,62.0
10294.0,61.0
